
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
27.916155, 31.175302, 32.250197, 33.995216, 32.264005, 34.102495, 32.467319, 34.470293, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.271198, 32.323715, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.243165, 32.266728, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.364759, 31.951152, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 26.117634, 30.381641, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.290729, 32.371370, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.271198, 32.323715, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.243165, 32.266728, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.436190, 32.469760, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.414565, 32.507337, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.253572, 32.339301, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.414565, 32.507337, 
19.713865, 26.295699, 24.556558, 29.728135, 24.450152, 29.716010, 24.659104, 30.323967, 
19.520560, 25.995373, 24.043557, 29.770206, 23.843054, 29.721731, 23.580885, 29.829327, 
19.520560, 25.995373, 24.043557, 29.770206, 23.843054, 29.721731, 23.811052, 29.360214, 
19.713865, 26.295699, 24.556558, 29.728135, 24.450152, 29.716010, 24.622410, 30.216639, 
19.713865, 26.295699, 24.556558, 29.728135, 24.450152, 29.716010, 24.641635, 30.259296, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.508756, 32.596794, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.500079, 32.608175, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.387299, 32.487005, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.387299, 32.487005, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.387299, 32.487005, 

22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 


22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
23.465911, 29.240243, 28.492815, 34.665973, 28.518763, 34.689859, 28.167163, 34.809967, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
23.465911, 29.240243, 28.492815, 34.665973, 28.518763, 34.689859, 28.167163, 34.809967, 
21.079153, 25.053719, 26.057826, 29.396132, 26.068868, 30.117496, 25.843177, 30.147957, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 
22.834277, 27.225061, 27.625004, 32.409964, 27.642699, 32.434798, 27.303752, 32.393048, 







































































21.077181, 24.623872, 22.970789, 27.472818, 22.355183, 27.344264, 22.971250, 27.290473, 
21.130515, 24.605221, 23.045144, 27.506789, 22.426395, 27.393908, 23.047106, 27.334432, 
21.104116, 24.527863, 23.036941, 27.462832, 22.419139, 27.341419, 23.042868, 27.306037, 
21.077226, 24.561899, 23.012630, 27.542350, 22.389493, 27.411320, 23.019921, 27.391235, 
21.050043, 24.542615, 22.984258, 27.527198, 22.361582, 27.398953, 22.988549, 27.349271, 
21.040527, 24.575089, 22.954083, 27.485229, 22.341269, 27.365149, 22.964637, 27.338789, 
